date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:49:13	169709/169709	---MCZ	200	added ('OK')	text/html	etag:W/%22296ed-MOCkucmbQ0v0lMDpbqbofs9f2MU%22	https://maikefeng.gitbook.io/invest-guide/can-kao-zi-liao	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/can-kao-zi-liao.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:14	189850/189850	---MCZ	200	added ('OK')	text/html	etag:W/%222e59a-ejGKf1j/DuFbURPFSTo350Ht2Mc%22	https://maikefeng.gitbook.io/invest-guide/ch.1-market-traps/li-shi-zong-shi-yi-zai-xun-huan	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.1-market-traps/li-shi-zong-shi-yi-zai-xun-huan.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:15	165209/165209	---MCZ	200	added ('OK')	text/html	etag:W/%2228559-BzDxv10pjPoWlq5Gw3couEjMM7g%22	https://maikefeng.gitbook.io/invest-guide/ch.1-market-traps/ye-wu-yuan-de-zhuan-ye	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.1-market-traps/ye-wu-yuan-de-zhuan-ye.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:17	199986/199986	---M-Z	200	added ('OK')	text/html	etag:%2230d32-Muk8LG4ZWxrZHpsIZvj403h0cLc%22	https://maikefeng.gitbook.io/invest-guide/ch.1-market-traps/zhi-fu-sheng-bei	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.1-market-traps/zhi-fu-sheng-bei.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:17	164652/164652	---MCZ	200	added ('OK')	text/html	etag:W/%222832c-poOlZ3JsIWZUxOiJfbF9Y9P8Krk%22	https://maikefeng.gitbook.io/invest-guide/ch.1-market-traps/po-chan-guo-cai-suan-tou-ji-jia	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.1-market-traps/po-chan-guo-cai-suan-tou-ji-jia.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:18	167232/167232	---M-Z	200	added ('OK')	text/html	etag:%2228d40-nVlQQWNi0GsOSM/D2LClW14qNjg%22	https://maikefeng.gitbook.io/invest-guide/ch.1-market-traps/wen-ding-huo-li-bao-zheng-hui-mie	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.1-market-traps/wen-ding-huo-li-bao-zheng-hui-mie.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:18	194481/194481	---MCZ	200	added ('OK')	text/html	etag:W/%222f7b1-PFFoy5PPtQcGqozj1azokz66m5o%22	https://maikefeng.gitbook.io/invest-guide/ch.1-market-traps/ru-he-cheng-wei-ying-jia	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.1-market-traps/ru-he-cheng-wei-ying-jia.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:20	185845/185845	---M-Z	200	added ('OK')	text/html	etag:%222d5f5-sRHKBs3WkCbkjdP+A5OzGMtFddY%22	https://maikefeng.gitbook.io/invest-guide/ch.2-risk-management/untitled	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.2-risk-management/untitled.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:21	166827/166827	---MCZ	200	added ('OK')	text/html	etag:W/%2228bab-GHMqPDdf3qTBuhRnVHAQMX7rwww%22	https://maikefeng.gitbook.io/invest-guide/ch.2-risk-management/kai-li-gong-shi	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.2-risk-management/kai-li-gong-shi.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:22	182147/182147	---M-Z	200	added ('OK')	text/html	etag:%222c783-lmyVtyzJ0gQw09ZdDR7Jb415XpA%22	https://maikefeng.gitbook.io/invest-guide/ch.2-risk-management/zi-jin-guan-li-san-yuan-ze	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.2-risk-management/zi-jin-guan-li-san-yuan-ze.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:23	195101/195101	---MCZ	200	added ('OK')	text/html	etag:W/%222fa1d-ZMDMFzxLHM+Hk3tnXPCX3VSDY10%22	https://maikefeng.gitbook.io/invest-guide/ch.2-risk-management/gang-gan	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.2-risk-management/gang-gan.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:24	167554/167554	---M-Z	200	added ('OK')	text/html	etag:%2228e82-vUOTrloacGS/Dpo2AaqUwvVPbtU%22	https://maikefeng.gitbook.io/invest-guide/ch.2-risk-management/untitled-1	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.2-risk-management/untitled-1.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:25	208775/208775	---M-Z	200	added ('OK')	text/html	etag:%2232f87-2SjvF3wME9UCL/KBV681j6JsBVk%22	https://maikefeng.gitbook.io/invest-guide/ch.2-risk-management/quan-zhi-cao-zuo	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.2-risk-management/quan-zhi-cao-zuo.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:26	167518/167518	---M-Z	200	added ('OK')	text/html	etag:%2228e5e-vcZmeZDRvUivQArQym3D3YvMreE%22	https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/untitled-1	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/untitled-1.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:28	189132/189132	---M-Z	200	added ('OK')	text/html	etag:%222e2cc-+wJBIRAoHhHFrmC9nawh3OuqajE%22	https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/untitled	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/untitled.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:29	209313/209313	---MCZ	200	added ('OK')	text/html	etag:W/%22331a1-o3N/1QleFLD6zwjQrZtsO0DOIcQ%22	https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/untitled-2	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/untitled-2.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:30	165221/165221	---M-Z	200	added ('OK')	text/html	etag:%2228565-8xYKfZiKjQAdO/ji4alRIpAAi/I%22	https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/shun-shi-cao-zuo-zhe	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/shun-shi-cao-zuo-zhe.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:31	182601/182601	---M-Z	200	added ('OK')	text/html	etag:%222c949-xPXf0d6f79pGT/nT/CLSZ/PEN1c%22	https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/jiao-yi-xi-tong	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/jiao-yi-xi-tong.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:32	179453/179453	---M-Z	200	added ('OK')	text/html	etag:%222bcfd-+jgECq5v+VFBUtiY695IEY1Qu7c%22	https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/yi-tiao-bian-fa	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/yi-tiao-bian-fa.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:34	191796/191796	---MCZ	200	added ('OK')	text/html	etag:W/%222ed34-XGN8S6wWI9mPn+59r81/Ab8ZbA8%22	https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/you-hu-de-ben-zhi	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/you-hu-de-ben-zhi.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:35	184120/184120	---MCZ	200	added ('OK')	text/html	etag:W/%222cf38-V+Fx7Qj46plYX51HBCXtPt5Vgsc%22	https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/jia-zhi-tou-zi-yan-pi-gu-you-duo-hao	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/jia-zhi-tou-zi-yan-pi-gu-you-duo-hao.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:36	181137/181137	---MCZ	200	added ('OK')	text/html	etag:W/%222c391-822+vHTz27HYSXt/dHn8HE+dqBM%22	https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/untitled	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/untitled.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:37	195337/195337	---MCZ	200	added ('OK')	text/html	etag:W/%222fb09-RVkYpshIokTTFTTFHUKJY/4TSg0%22	https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/hui-ce-za-tan	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/hui-ce-za-tan.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:38	167720/167720	---M-Z	200	added ('OK')	text/html	etag:%2228f28-XTbZltEQErK2yxMUiiYDKvxTmBw%22	https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/bai-chi-ji-ben-mian-xuan-gu-fa	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/bai-chi-ji-ben-mian-xuan-gu-fa.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:39	184189/184189	---MCZ	200	added ('OK')	text/html	etag:W/%222cf7d-lOow6kTexzcq3FsHXkRN4F/wEz4%22	https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/jin-jie-mai-ke-feng-xuan-gu-fa	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/jin-jie-mai-ke-feng-xuan-gu-fa.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:39	213456/213456	---MCZ	200	added ('OK')	text/html	etag:W/%22341d0-TRUVVmcpvXkPnm9JP0cMpIc+lYE%22	https://maikefeng.gitbook.io/invest-guide/ch.5-last-step/zuo-gong-ke-de-fang-fa	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.5-last-step/zuo-gong-ke-de-fang-fa.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:41	179379/179379	---MCZ	200	added ('OK')	text/html	etag:W/%222bcb3-LIkAUhV/VXtLHBRApLeI+8W8xyA%22	https://maikefeng.gitbook.io/invest-guide/ch.5-last-step/jiao-yi-20-nian-za-gan	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.5-last-step/jiao-yi-20-nian-za-gan.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:43	173298/173298	---M-Z	200	added ('OK')	text/html	etag:%222a4f2-Q0EzQhH/qy9LDxsN3XZGzCkeMgA%22	https://maikefeng.gitbook.io/invest-guide/ch.5-last-step/tou-zi-zhi-fu-zhi-dao	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.5-last-step/tou-zi-zhi-fu-zhi-dao.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:44	281152/281152	---MCZ	200	added ('OK')	text/html	etag:W/%2244a40-rEKYZhTCi43zWvnn77aGQi+sRdY%22	https://maikefeng.gitbook.io/invest-guide/ch.5-last-step/books	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.5-last-step/books.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:44	162833/162833	---MCZ	200	added ('OK')	text/html	etag:W/%2227c11-gVPTd5/A2cbImp7kHTIQyQ27DX0%22	https://maikefeng.gitbook.io/invest-guide/ch.5-last-step/memo	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.5-last-step/memo.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:46	158978/158978	---M-Z	200	added ('OK')	text/html	etag:%2226d02-Oqw5/8bxrMTzib3u3eYDGBGHm5g%22	https://maikefeng.gitbook.io/invest-guide/ch.5-last-step/zhi-xie	/home/shihyu/websites/2020/maikefeng.gitbook.io/invest-guide/ch.5-last-step/zhi-xie.html	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:47	760811/760811	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22d47b1553c4200fdf741024fbacd56e44%22	https://blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtF_u70-8gln2mDFr-a%2F-LtFb4mYH3m8CWmiJCcZ%2FIMG_20190621_153711.jpg?alt=media&token=cba7b822-752a-4322-a4f4-f6fd3e315810	/home/shihyu/websites/2020/blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets/-LtET6TDCVmUjH1zesyw/-LtF_u70-8gln2mDFr-a/-LtFb4mYH3m8CWmiJCcZ/IMG_20190621_153711576d.jpg	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:47	281244/281244	---MCZ	200	added ('OK')	image/png	etag:W/%22894fda4c6954ec8c816889c84b0222c0%22	https://blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets%2F-LtET6TDCVmUjH1zesyw%2F-Lvu04hjOZgXrB0fd5yz%2F-Lvu0T7Bn2YN_yfbQwz6%2F78952596_2934270306594733_2439451869764911104_n.png?alt=media&token=4aa8984b-2f8f-4e7d-8579-d350b7c42ff2	/home/shihyu/websites/2020/blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets/-LtET6TDCVmUjH1zesyw/-Lvu04hjOZgXrB0fd5yz/-Lvu0T7Bn2YN_yfbQwz6/78952596_2934270306594733_2439451869764911104_n67a9.png	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:49	40743/40743	---M--	200	added ('OK')	image/jpeg	etag:%22v5f4a%22	https://lh3.googleusercontent.com/a-/AAuE7mAK44WAcJxv_ZRv2PEY_1L8UnSbBXa3wXcsl1Tz2ac	/home/shihyu/websites/2020/lh3.googleusercontent.com/a-/unnamed.jpg	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:51	51/51	---MCZ	200	added ('OK')	text/plain	date:Sat,%2022%20Feb%202020%2014:49:50%20GMT	https://fonts.googleapis.com/robots.txt		(from https://maikefeng.gitbook.io/invest-guide/)
22:49:51	3321440/3321440	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2022%20Feb%202020%2010:24:10%20GMT	https://static.gitbook.com/js/111.6d491a4d.js	/home/shihyu/websites/2020/static.gitbook.com/js/111.6d491a4d.js	(from https://maikefeng.gitbook.io/invest-guide/)
22:49:52	45/45	---MCZ	200	added ('OK')	text/plain	date:Sat,%2022%20Feb%202020%2014:49:51%20GMT	https://www.googleapis.com/robots.txt		(from https://maikefeng.gitbook.io/invest-guide/)
22:49:53	40/40	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2022%20Feb%202020%2014:49:52%20GMT	https://api.amplitude.com/robots.txt		(from https://maikefeng.gitbook.io/invest-guide/)
22:49:54	84/84	---M--	400	error ('Bad%20Request')	application/json	date:Sat,%2022%20Feb%202020%2014:49:53%20GMT	https://blobscdn.gitbook.com/robots.txt		(from https://maikefeng.gitbook.io/invest-guide/)
22:49:55	81894/81894	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22481777b8f2cf5d61885e7e828cab8b52%22	https://blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtFdqk9HXiX0xwhvSzd%2F-LtFePOGOgGi8OC3HBnM%2Fmaxresdefault.jpg?alt=media&token=2b4068d3-75b1-46cd-ace8-9df14dcaf788	/home/shihyu/websites/2020/blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets/-LtET6TDCVmUjH1zesyw/-LtFdqk9HXiX0xwhvSzd/-LtFePOGOgGi8OC3HBnM/maxresdefaultb550.jpg	(from https://maikefeng.gitbook.io/invest-guide/can-kao-zi-liao)
22:49:56	84707/84707	---MCZ	200	added ('OK')	image/jpeg	etag:W/%226e12d58b343c06440ed00a3db87f4db9%22	https://blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtETe9X09PNaJFXWn4j%2F-LtEXZfUlHDxl-jPvq-6%2F3868365_098c9808080512408786eb300eefced5.jpg?alt=media&token=490ae762-88e3-41d6-bef0-f70d37c0333c	/home/shihyu/websites/2020/blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets/-LtET6TDCVmUjH1zesyw/-LtETe9X09PNaJFXWn4j/-LtEXZfUlHDxl-jPvq-6/3868365_098c9808080512408786eb300eefced5f9d0.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.1-market-traps/li-shi-zong-shi-yi-zai-xun-huan)
22:49:57	36245/36245	---MCZ	200	added ('OK')	image/jpeg	etag:W/%228f64200dcbd2ff4f0aa3a8021870f975%22	https://blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtETe9X09PNaJFXWn4j%2F-LtEXr_2_swVlFLDL3tq%2Ftrick-or-treat.jpg?alt=media&token=1235bbda-1fe0-408e-abbb-989380eacca2	/home/shihyu/websites/2020/blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets/-LtET6TDCVmUjH1zesyw/-LtETe9X09PNaJFXWn4j/-LtEXr_2_swVlFLDL3tq/trick-or-treat00ca.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.1-market-traps/ye-wu-yuan-de-zhuan-ye)
22:49:58	34654/34654	---MCZ	200	added ('OK')	image/png	etag:W/%228d642269b171f414c59611db82e2c335%22	https://blobs.gitbook.com/spaces%2F-LtET6TDCVmUjH1zesyw%2Favatar.png?generation=1573300123938215&alt=media	/home/shihyu/websites/2020/blobs.gitbook.com/spaces/-LtET6TDCVmUjH1zesyw/avatar8fef.png	(from https://maikefeng.gitbook.io/invest-guide/ch.1-market-traps/zhi-fu-sheng-bei)
22:50:03	37460/37460	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2295e3c8e7468b43b240a1cedbb59f793f%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtETe9X09PNaJFXWn4j%2F-LtEXxvgV_E6XUMCQ_Kg%2FHoly%20Grail.jpg?alt=media&token=a629f35e-9508-4335-9933-2e41a4c59e1c	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtETe9X09PNaJFXWn4j/-LtEXxvgV_E6XUMCQ_Kg/Holy%20Grail480c.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.1-market-traps/zhi-fu-sheng-bei)
22:50:03	19890/19890	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2207456a4538c6aa2774200da85cd629e0%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtETe9X09PNaJFXWn4j%2F-LtEY1OVpQXis3vqB9t_%2Fbackrupt.jpg?alt=media&token=a706edfe-f4ec-473b-91c6-d1ed6670c020	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtETe9X09PNaJFXWn4j/-LtEY1OVpQXis3vqB9t_/backruptb725.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.1-market-traps/po-chan-guo-cai-suan-tou-ji-jia)
22:50:03	3321954/3321954	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2022%20Feb%202020%2010:24:10%20GMT	https://static.gitbook.com/js/111.cb821c98.js	/home/shihyu/websites/2020/static.gitbook.com/js/111.cb821c98.js	(from https://maikefeng.gitbook.io/invest-guide/ch.1-market-traps/zhi-fu-sheng-bei)
22:50:04	36617/36617	---M--	200	added ('OK')	image/jpeg	etag:%226ce46296d541fec9cb5ba3a12869ab98%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtETe9X09PNaJFXWn4j%2F-LtEXJ8w57DulcM-k7Bo%2Fblack-swan.jpg?alt=media&token=f67ba629-e33b-4898-825e-5f97864ec532	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtETe9X09PNaJFXWn4j/-LtEXJ8w57DulcM-k7Bo/black-swan1851.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.1-market-traps/wen-ding-huo-li-bao-zheng-hui-mie)
22:50:05	44274/44274	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2258aeb24c3a14b0bbf8908d2527ef3d3c%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtEYM6qBWykmDJeDzdD%2F-LtEYtEItfewa7CvVsI2%2Fturtle-race.jpeg?alt=media&token=1cefbbdd-9644-4d19-b093-e0c741fd39ed	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtEYM6qBWykmDJeDzdD/-LtEYtEItfewa7CvVsI2/turtle-racec70b.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.1-market-traps/ru-he-cheng-wei-ying-jia)
22:50:05	199/199	---M--	400	error ('Bad%20Request')	application/json	date:Sat,%2022%20Feb%202020%2014:49:57%20GMT	https://blobs.gitbook.com/	/home/shihyu/websites/2020/blobs.gitbook.com/index.html	(from https://maikefeng.gitbook.io/invest-guide/ch.1-market-traps/zhi-fu-sheng-bei)
22:50:05	16454/16454	---M--	200	added ('OK')	image/jpeg	etag:%22e07b4860eac2405656c2bf5db3a408ab%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtEhtPw3fVzJpBxnElv%2F-LtEjOIEAhdS4XlVkJvS%2Fcoin-flip.jpg?alt=media&token=095e76a7-2197-4e10-ad82-c5b2c233b15b	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtEhtPw3fVzJpBxnElv/-LtEjOIEAhdS4XlVkJvS/coin-flipf498.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.2-risk-management/untitled)
22:50:07	60338/60338	---MCZ	200	added ('OK')	image/png	etag:W/%22751302d10a14dc02852a7d7ccc5db202%22	https://blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtEkV9mnFXFpnZsPw7_%2F-LtElw835uox-JOmi4Ew%2Fkelly%20formlua%20and%20investing.png?alt=media&token=db78fda7-ee53-409b-a125-7a4772bc7731	/home/shihyu/websites/2020/blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets/-LtET6TDCVmUjH1zesyw/-LtEkV9mnFXFpnZsPw7_/-LtElw835uox-JOmi4Ew/kelly%20formlua%20and%20investingb2b5.png	(from https://maikefeng.gitbook.io/invest-guide/ch.2-risk-management/kai-li-gong-shi)
22:50:08	29299/29299	---M--	200	added ('OK')	image/jpeg	etag:%224f0fc772f43a12943a67e63f46db03df%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtEkV9mnFXFpnZsPw7_%2F-LtEm1XrKHHlp8IbCaiq%2Frisk%20management.jpg?alt=media&token=0775ff5d-c6c8-416b-a249-fea6e6098107	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtEkV9mnFXFpnZsPw7_/-LtEm1XrKHHlp8IbCaiq/risk%20managementd9e3.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.2-risk-management/zi-jin-guan-li-san-yuan-ze)
22:50:09	17006/17006	---MCZ	200	added ('OK')	image/jpeg	etag:W/%223f40f96e82fb55599d23efd27adcf5dc%22	https://blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtErD8SPhW_1-OfBLJo%2F-LtErGiVcnFmQqxVZRAy%2Fleverage.jpg?alt=media&token=b9b7934b-4281-4b1c-978e-b8b20acfe66f	/home/shihyu/websites/2020/blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets/-LtET6TDCVmUjH1zesyw/-LtErD8SPhW_1-OfBLJo/-LtErGiVcnFmQqxVZRAy/leverage2b55.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.2-risk-management/gang-gan)
